,offense,defense,home,away,offense_score,defense_score,period,yard_line,ytg,down,distance,scoring,yg,play_type,ppa,offVal,defVal,playOutcomeClass
57,Georgia,Auburn,Georgia,Auburn,0,0,2,84,16,2,4,False,10,Rush,0.405767964676487,278.64,117.07,1
58,Georgia,Auburn,Georgia,Auburn,0,0,2,94,6,1,6,False,5,Rush,0.152137533592271,278.64,117.07,1
59,Georgia,Auburn,Georgia,Auburn,7,0,2,99,1,3,1,True,1,Rushing Touchdown,2.45399822917955,278.64,117.07,1
60,Georgia,Auburn,Georgia,Auburn,7,0,2,92,8,1,8,False,7,Rush,0.419247331226686,278.64,117.07,1
61,Georgia,Auburn,Georgia,Auburn,14,0,2,99,1,2,1,True,1,Rushing Touchdown,1.900352237473006,278.64,117.07,1
62,Auburn,Georgia,Georgia,Auburn,0,14,3,19,19,1,10,False,5,Rush,0.074321414460208,121.0,-12.93,1
63,Auburn,Georgia,Georgia,Auburn,0,14,3,14,14,3,5,False,2,Rush,-0.2363879340078283,121.0,-12.93,1
64,Georgia,Auburn,Georgia,Auburn,14,3,3,90,10,1,10,False,8,Rush,0.445890316927219,278.64,117.07,1
65,Georgia,Auburn,Georgia,Auburn,21,3,3,98,2,2,2,True,2,Rushing Touchdown,2.067936525322223,278.64,117.07,1
66,Georgia,Auburn,Georgia,Auburn,35,3,4,93,7,1,5,True,7,Rushing Touchdown,1.899978519066753,278.64,117.07,1
67,Georgia,Auburn,Georgia,Auburn,42,10,4,85,15,1,10,True,15,Rushing Touchdown,2.558199089565083,278.64,117.07,1
68,Ole Miss,Auburn,Ole Miss,Auburn,14,0,1,83,17,2,5,False,6,Rush,0.051247286225561,234.81,117.07,1
69,Ole Miss,Auburn,Ole Miss,Auburn,14,0,1,89,11,1,10,False,5,Rush,0.075035529409716,234.81,117.07,1
70,Ole Miss,Auburn,Ole Miss,Auburn,14,0,2,94,6,2,5,False,3,Rush,-0.10768374745029,234.81,117.07,1
71,Ole Miss,Auburn,Ole Miss,Auburn,21,0,2,97,3,3,2,True,3,Rushing Touchdown,2.554387631408499,234.81,117.07,1
72,Auburn,Ole Miss,Ole Miss,Auburn,7,21,2,2,2,1,2,True,2,Rushing Touchdown,1.213235297672098,121.0,121.44,1
73,Auburn,Ole Miss,Ole Miss,Auburn,7,21,2,3,3,1,3,False,1,Rush,-0.603484792590886,121.0,121.44,1
74,Auburn,Ole Miss,Ole Miss,Auburn,14,21,2,2,2,2,2,True,2,Rushing Touchdown,2.067936525322223,121.0,121.44,1
75,Ole Miss,Auburn,Ole Miss,Auburn,21,14,2,93,7,1,3,False,3,Rush,-0.1863405962371015,234.81,117.07,1
76,Ole Miss,Auburn,Ole Miss,Auburn,28,14,2,93,7,2,7,True,7,Passing Touchdown,2.607148468017737,234.81,117.07,1
77,Ole Miss,Auburn,Ole Miss,Auburn,28,24,3,83,17,2,10,False,7,Pass Reception,0.204830288686278,234.81,117.07,1
78,Ole Miss,Auburn,Ole Miss,Auburn,28,24,3,90,10,3,3,False,3,Rush,0.51833774268065,234.81,117.07,1
79,Ole Miss,Auburn,Ole Miss,Auburn,28,24,3,93,7,2,7,False,2,Rush,-0.154451161150853,234.81,117.07,1
80,Ole Miss,Auburn,Ole Miss,Auburn,31,24,3,88,12,1,10,False,7,Rush,0.3028623067433965,234.81,117.07,1
81,Ole Miss,Auburn,Ole Miss,Auburn,38,24,3,95,5,2,3,True,5,Rushing Touchdown,2.227232235292529,234.81,117.07,1
82,Auburn,Ole Miss,Ole Miss,Auburn,31,38,3,11,11,2,11,True,11,Rushing Touchdown,2.8564060508254165,121.0,121.44,1
83,Auburn,Ole Miss,Ole Miss,Auburn,31,41,4,4,4,1,4,False,2,Rush,-0.379746006608248,121.0,121.44,1
84,Arkansas,Auburn,Auburn,Arkansas,0,3,1,8,8,1,8,False,2,Rush,-0.209067424082246,184.13,117.07,1
85,Arkansas,Auburn,Auburn,Arkansas,0,3,1,6,6,2,6,False,5,Rush,0.074668763602388,184.13,117.07,1
86,Arkansas,Auburn,Auburn,Arkansas,7,3,1,1,1,3,1,True,1,Rushing Touchdown,2.45399822917955,184.13,117.07,1
87,Arkansas,Auburn,Auburn,Arkansas,7,3,2,17,17,1,10,False,1,Rush,-0.264920444949746,184.13,117.07,1
88,Arkansas,Auburn,Auburn,Arkansas,7,3,2,16,16,2,9,False,3,Rush,-0.114907380736389,184.13,117.07,1
89,Arkansas,Auburn,Auburn,Arkansas,14,3,2,13,13,3,6,True,13,Rushing Touchdown,2.959730928470549,184.13,117.07,1
90,Arkansas,Auburn,Auburn,Arkansas,17,13,3,13,13,2,10,False,2,Rush,-0.1697213264249448,184.13,117.07,1
91,Arkansas,Auburn,Auburn,Arkansas,24,13,3,11,11,3,8,True,11,Passing Touchdown,3.0134978409696753,184.13,117.07,1
92,Arkansas,Auburn,Auburn,Arkansas,24,13,3,18,18,1,10,False,6,Rush,0.1838527971014785,184.13,117.07,1
93,Arkansas,Auburn,Auburn,Arkansas,24,13,3,12,12,2,4,False,2,Rush,-0.2324629202164455,184.13,117.07,1
94,Arkansas,Auburn,Auburn,Arkansas,24,13,3,10,10,3,2,False,5,Rush,0.756621991626684,184.13,117.07,1
95,Arkansas,Auburn,Auburn,Arkansas,24,13,3,5,5,1,5,False,1,Rush,-0.4501093998890865,184.13,117.07,1
96,Arkansas,Auburn,Auburn,Arkansas,24,13,3,4,4,2,4,False,2,Rush,-0.2109400436149005,184.13,117.07,1
97,Arkansas,Auburn,Auburn,Arkansas,31,13,3,2,2,3,2,True,2,Rushing Touchdown,2.544830284062861,184.13,117.07,1
98,Arkansas,Auburn,Auburn,Arkansas,31,13,4,15,15,1,10,False,5,Rush,0.0744340992063255,184.13,117.07,1
99,Arkansas,Auburn,Auburn,Arkansas,31,13,4,10,10,2,5,False,5,Rush,0.5999841497998835,184.13,117.07,1
100,Arkansas,Auburn,Auburn,Arkansas,31,13,4,5,5,1,5,False,3,Rush,-0.184155684763349,184.13,117.07,1
101,Arkansas,Auburn,Auburn,Arkansas,38,13,4,2,2,2,2,True,2,Rushing Touchdown,2.067936525322223,184.13,117.07,1
102,Auburn,Arkansas,Auburn,Arkansas,13,38,4,81,19,1,10,False,1,Pass Reception,-0.280938211620716,121.0,185.35,1
103,Auburn,Arkansas,Auburn,Arkansas,13,38,4,82,18,3,9,False,9,Pass Reception,0.877093315819579,121.0,185.35,1
104,Auburn,Arkansas,Auburn,Arkansas,20,38,4,91,9,1,9,True,9,Passing Touchdown,2.424237823646468,121.0,185.35,1
105,Auburn,Arkansas,Auburn,Arkansas,20,41,4,98,2,1,2,False,1,Rush,-0.687116939800908,121.0,185.35,1
106,Auburn,Arkansas,Auburn,Arkansas,27,41,4,99,1,2,1,True,1,Rushing Touchdown,1.900352237473006,121.0,185.35,1
107,Mississippi State,Auburn,Mississippi State,Auburn,0,0,1,87,13,2,10,False,3,Rush,-0.0989376011541161,152.19,117.07,1
108,Mississippi State,Auburn,Mississippi State,Auburn,3,0,1,82,18,1,10,False,5,Pass Reception,0.07429696775613,152.19,117.07,1
109,Mississippi State,Auburn,Mississippi State,Auburn,10,0,1,87,13,2,5,True,13,Passing Touchdown,2.517495741314461,152.19,117.07,1
110,Auburn,Mississippi State,Mississippi State,Auburn,3,24,2,16,16,2,10,False,3,Rush,-0.1156581988875673,121.0,56.54,1
111,Auburn,Mississippi State,Mississippi State,Auburn,6,24,3,16,16,1,10,False,1,Rush,-0.2578378787201336,121.0,56.54,1
112,Auburn,Mississippi State,Mississippi State,Auburn,12,24,3,19,19,1,10,False,6,Rush,0.184964409309442,121.0,56.54,1
113,Auburn,Mississippi State,Mississippi State,Auburn,19,24,3,18,18,3,3,True,18,Rushing Touchdown,2.886185751252752,121.0,56.54,1
114,Auburn,Mississippi State,Mississippi State,Auburn,33,30,4,8,8,1,8,True,8,Rushing Touchdown,2.319599568699692,121.0,56.54,1
115,Mississippi State,Auburn,Mississippi State,Auburn,39,33,5,95,5,0,5,True,5,Rushing Touchdown,,152.19,117.07,1
116,Auburn,Texas A&M,Auburn,Texas A&M,7,0,1,84,16,1,10,True,16,Passing Touchdown,2.5687227212923744,121.0,86.32,1
117,Auburn,Texas A&M,Auburn,Texas A&M,10,3,4,85,15,1,10,False,3,Rush,-0.103053233199689,121.0,86.32,1
118,Auburn,Texas A&M,Auburn,Texas A&M,10,3,4,88,12,2,7,False,5,Rush,0.062349363387058,121.0,86.32,1
119,Texas A&M,Auburn,Auburn,Texas A&M,10,13,4,17,17,1,10,True,17,Passing Touchdown,2.579903102784414,92.02,117.07,1
120,Auburn,Western Kentucky,Auburn,Western Kentucky,0,0,1,88,12,3,10,False,11,Pass Reception,2.1987469480883775,121.0,46.34,1
121,Auburn,Western Kentucky,Auburn,Western Kentucky,7,0,1,99,1,1,1,True,1,Rushing Touchdown,0.938021275120443,121.0,46.34,1
122,Western Kentucky,Auburn,Auburn,Western Kentucky,0,10,2,14,14,1,10,False,1,Rush,-0.2453531896168325,209.65,117.07,1
123,Western Kentucky,Auburn,Auburn,Western Kentucky,0,10,2,13,13,3,9,False,4,Pass Reception,-0.0558167324788206,209.65,117.07,1
124,Auburn,Western Kentucky,Auburn,Western Kentucky,17,17,3,91,9,1,9,False,3,Rush,-0.10442916913547,121.0,46.34,1
125,Auburn,Western Kentucky,Auburn,Western Kentucky,17,17,3,91,9,3,9,False,3,Rush,-0.1175085805006936,121.0,46.34,1
126,Alabama,Auburn,Alabama,Auburn,0,7,1,90,10,1,10,False,1,Rush,-0.22620936096334,213.9,117.07,1
127,Alabama,Auburn,Alabama,Auburn,0,7,1,91,9,2,9,False,4,Rush,-0.021563425955808,213.9,117.07,1
128,Alabama,Auburn,Alabama,Auburn,7,7,1,95,5,3,5,True,5,Rushing Touchdown,2.76159962916859,213.9,117.07,1
129,Alabama,Auburn,Alabama,Auburn,7,7,1,89,11,1,10,False,1,Rush,-0.230342397894136,213.9,117.07,1
130,Alabama,Auburn,Alabama,Auburn,14,7,1,90,10,2,9,True,10,Passing Touchdown,2.752081811262061,213.9,117.07,1
131,Alabama,Auburn,Alabama,Auburn,14,7,1,89,11,1,10,False,6,Rush,0.1800217077735856,213.9,117.07,1
132,Alabama,Auburn,Alabama,Auburn,21,7,2,95,5,2,4,True,5,Rushing Touchdown,2.3417177055943394,213.9,117.07,1
133,Alabama,Auburn,Alabama,Auburn,35,14,3,81,19,1,10,False,8,Rush,0.45535034140422,213.9,117.07,1
134,Alabama,Auburn,Alabama,Auburn,35,14,3,89,11,2,2,False,5,Rush,0.096607516168026,213.9,117.07,1
135,Alabama,Auburn,Alabama,Auburn,42,14,3,98,2,1,2,True,2,Rushing Touchdown,1.213235297672098,213.9,117.07,1
136,Auburn,Alabama,Alabama,Auburn,21,42,3,14,14,3,14,True,14,Rushing Touchdown,3.428552254405483,121.0,-5.65,1
146,Liberty,UAB,Liberty,UAB,0,7,2,84,16,1,10,False,3,Rush,-0.1055990016463056,117.75,110.72,1
147,Liberty,UAB,Liberty,UAB,0,7,2,86,14,3,8,False,9,Rush,1.2128135273054264,117.75,110.72,1
148,Liberty,UAB,Liberty,UAB,7,7,2,95,5,1,5,True,5,Rushing Touchdown,1.883780840558874,117.75,110.72,1
149,UAB,Liberty,Liberty,UAB,7,7,3,13,13,1,10,False,4,Rush,-0.017336858055032,199.75,50.18,1
150,UAB,Liberty,Liberty,UAB,7,7,3,9,9,3,6,False,2,Rush,-0.184725938895326,199.75,50.18,1
151,UAB,Liberty,Liberty,UAB,7,7,3,7,7,4,4,False,2,Rush,-3.941293190604286,199.75,50.18,1
152,UAB,Liberty,Liberty,UAB,7,7,3,7,7,4,4,False,2,Rush,-3.941293190604286,199.75,50.18,1
153,Liberty,UAB,Liberty,UAB,14,7,3,98,2,1,2,True,2,Rushing Touchdown,1.213235297672098,117.75,110.72,1
154,Liberty,UAB,Liberty,UAB,14,7,4,96,4,1,4,False,2,Rush,-0.379746006608248,117.75,110.72,1
155,Liberty,UAB,Liberty,UAB,14,7,4,98,2,2,2,False,1,Rush,-0.386061703857327,117.75,110.72,1
156,Liberty,UAB,Liberty,UAB,21,7,4,99,1,3,1,True,1,Rushing Touchdown,2.45399822917955,117.75,110.72,1
157,UAB,Liberty,Liberty,UAB,7,21,4,15,15,1,10,False,6,Rush,0.181437359303738,199.75,50.18,1
158,UAB,Liberty,Liberty,UAB,14,21,4,9,9,2,4,True,9,Rushing Touchdown,2.376761730261345,199.75,50.18,1
159,UAB,Georgia Southern,UAB,Georgia Southern,0,0,1,81,19,1,10,False,1,Pass Reception,-0.280938211620716,199.75,177.55,1
160,UAB,Georgia Southern,UAB,Georgia Southern,0,0,1,91,9,1,9,False,3,Rush,-0.10442916913547,199.75,177.55,1
161,UAB,Georgia Southern,UAB,Georgia Southern,0,0,1,94,6,3,6,False,5,Pass Reception,0.038007875318547,199.75,177.55,1
162,UAB,Georgia Southern,UAB,Georgia Southern,7,0,1,99,1,4,1,True,1,Rushing Touchdown,2.785753974856101,199.75,177.55,1
163,UAB,Georgia Southern,UAB,Georgia Southern,7,0,2,97,3,1,3,False,2,Rush,-0.435900504741669,199.75,177.55,1
164,UAB,Georgia Southern,UAB,Georgia Southern,14,0,2,95,5,2,5,True,5,Passing Touchdown,2.43857769152992,199.75,177.55,1
165,Georgia Southern,UAB,UAB,Georgia Southern,7,21,2,6,6,1,6,True,6,Passing Touchdown,2.052489771065277,191.15,110.72,1
166,UAB,Georgia Southern,UAB,Georgia Southern,21,7,3,83,17,2,4,False,1,Rush,-0.361693405362827,199.75,177.55,1
167,UAB,Georgia Southern,UAB,Georgia Southern,21,7,3,84,16,3,3,False,10,Pass Reception,0.781956261811862,199.75,177.55,1
168,UAB,Georgia Southern,UAB,Georgia Southern,21,7,3,94,6,2,6,False,1,Rush,-0.232932636386652,199.75,177.55,1
169,UAB,Georgia Southern,UAB,Georgia Southern,21,7,3,90,10,1,10,False,1,Rush,-0.22620936096334,199.75,177.55,1
170,UAB,Georgia Southern,UAB,Georgia Southern,21,7,3,81,19,3,19,False,15,Pass Reception,1.1526639823429365,199.75,177.55,1
171,Georgia Southern,UAB,UAB,Georgia Southern,14,28,4,18,18,2,10,False,4,Pass Reception,-0.042624560178281,191.15,110.72,1
172,Georgia Southern,UAB,UAB,Georgia Southern,14,28,4,14,14,3,6,False,8,Pass Reception,0.932668246622637,191.15,110.72,1
173,Georgia Southern,UAB,UAB,Georgia Southern,14,28,4,6,6,1,6,False,2,Pass Reception,-0.2814004693826835,191.15,110.72,1
174,Georgia Southern,UAB,UAB,Georgia Southern,14,28,4,4,4,2,4,False,3,Rush,-0.1201079887315895,191.15,110.72,1
175,Georgia Southern,UAB,UAB,Georgia Southern,21,28,4,1,1,3,1,True,1,Rushing Touchdown,2.45399822917955,191.15,110.72,1
176,UAB,Georgia Southern,UAB,Georgia Southern,35,21,4,96,4,1,4,True,4,Rushing Touchdown,1.688190518713975,199.75,177.55,1
177,Georgia Southern,UAB,UAB,Georgia Southern,21,35,4,17,17,1,10,False,1,Rush,-0.264920444949746,191.15,110.72,1
178,Rice,UAB,Rice,UAB,0,0,1,95,5,1,5,False,2,Rush,-0.327643773401219,100.87,110.72,1
179,Rice,UAB,Rice,UAB,0,0,1,97,3,2,3,False,1,Pass Reception,-0.333405670102768,100.87,110.72,1
180,Rice,UAB,Rice,UAB,0,0,1,98,2,3,2,False,1,Rush,-0.24092369079324,100.87,110.72,1
181,Rice,UAB,Rice,UAB,7,0,1,99,1,4,1,True,1,Rushing Touchdown,2.785753974856101,100.87,110.72,1
182,UAB,Rice,Rice,UAB,7,7,1,3,3,1,3,True,3,Rushing Touchdown,1.464451732731337,199.75,163.24,1
183,UAB,Rice,Rice,UAB,10,7,2,12,12,1,10,False,3,Rush,-0.0966670992271315,199.75,163.24,1
184,UAB,Rice,Rice,UAB,10,7,2,9,9,2,7,False,1,Pass Reception,-0.229285125713167,199.75,163.24,1
185,UAB,Rice,Rice,UAB,17,7,2,8,8,3,6,True,8,Passing Touchdown,2.856046766976224,199.75,163.24,1
186,Rice,UAB,Rice,UAB,7,17,3,88,12,1,10,False,5,Rush,0.0748456356820665,100.87,110.72,1
187,Rice,UAB,Rice,UAB,7,17,3,93,7,2,5,False,4,Rush,-0.01693015803508,100.87,110.72,1
188,Rice,UAB,Rice,UAB,14,17,3,97,3,3,1,True,3,Rushing Touchdown,2.472179064388939,100.87,110.72,1
189,Rice,UAB,Rice,UAB,21,24,4,89,11,1,11,False,5,Rush,0.062668687076469,100.87,110.72,1
190,Rice,UAB,Rice,UAB,21,24,4,94,6,2,5,False,4,Rush,-0.016144408266834,100.87,110.72,1
191,Rice,UAB,Rice,UAB,21,24,4,98,2,4,1,False,1,Rush,1.862959523324079,100.87,110.72,1
192,Rice,UAB,Rice,UAB,28,24,4,94,6,1,6,True,6,Passing Touchdown,2.052489771065277,100.87,110.72,1
193,UAB,Rice,Rice,UAB,24,28,4,11,11,1,10,False,4,Rush,-0.015606283624097,199.75,163.24,1
194,UAB,Middle Tennessee,UAB,Middle Tennessee,0,0,1,86,14,1,10,False,9,Rush,0.6137678348706395,199.75,73.13,1
195,UAB,Middle Tennessee,UAB,Middle Tennessee,7,0,1,95,5,2,1,True,5,Rushing Touchdown,1.934515340308442,199.75,73.13,1
196,Middle Tennessee,UAB,UAB,Middle Tennessee,0,14,1,9,9,2,9,False,6,Rush,0.115473803433791,99.9,110.72,1
197,Middle Tennessee,UAB,UAB,Middle Tennessee,7,14,1,15,15,3,15,True,15,Passing Touchdown,3.542772894318256,99.9,110.72,1
198,UAB,Middle Tennessee,UAB,Middle Tennessee,14,7,1,91,9,1,9,False,6,Rush,0.212813209686375,199.75,73.13,1
199,UAB,Middle Tennessee,UAB,Middle Tennessee,14,7,1,97,3,2,3,False,2,Rush,-0.242573615219457,199.75,73.13,1
200,UAB,Middle Tennessee,UAB,Middle Tennessee,21,7,1,99,1,3,1,True,1,Rushing Touchdown,2.45399822917955,199.75,73.13,1
201,UAB,Middle Tennessee,UAB,Middle Tennessee,21,7,2,91,9,2,9,False,3,Rush,-0.083725646961866,199.75,73.13,1
202,UAB,Middle Tennessee,UAB,Middle Tennessee,21,7,2,94,6,3,6,False,4,Pass Reception,-0.027590851079754,199.75,73.13,1
203,Middle Tennessee,UAB,UAB,Middle Tennessee,7,41,3,3,3,1,3,False,1,Rush,-0.603484792590886,99.9,110.72,1
204,Middle Tennessee,UAB,UAB,Middle Tennessee,7,41,3,2,2,2,2,False,1,Rush,-0.386061703857327,99.9,110.72,1
205,Middle Tennessee,UAB,UAB,Middle Tennessee,14,41,3,1,1,3,1,True,1,Rushing Touchdown,2.45399822917955,99.9,110.72,1
206,UAB,Middle Tennessee,UAB,Middle Tennessee,41,14,4,84,16,1,10,False,3,Rush,-0.1055990016463056,199.75,73.13,1
207,UAB,Middle Tennessee,UAB,Middle Tennessee,41,14,4,81,19,3,13,False,5,Rush,0.0339587139459746,199.75,73.13,1
208,Middle Tennessee,UAB,UAB,Middle Tennessee,14,41,4,15,15,1,10,False,5,Rush,0.0744340992063255,99.9,110.72,1
209,Middle Tennessee,UAB,UAB,Middle Tennessee,14,41,4,15,15,2,10,False,5,Pass Reception,0.039420084145814,99.9,110.72,1
210,Middle Tennessee,UAB,UAB,Middle Tennessee,14,41,4,10,10,3,5,False,3,Rush,-0.113091791992188,99.9,110.72,1
211,Middle Tennessee,UAB,UAB,Middle Tennessee,14,41,4,7,7,4,2,False,1,Rush,-4.047151543099224,99.9,110.72,1
212,Middle Tennessee,UAB,UAB,Middle Tennessee,14,41,4,13,13,1,10,False,3,Rush,-0.098600859057136,99.9,110.72,1
213,UAB,Charlotte,UAB,Charlotte,0,7,1,97,3,1,3,False,2,Rush,-0.435900504741669,199.75,244.63,1
214,UAB,Charlotte,UAB,Charlotte,7,7,1,99,1,3,1,True,1,Rushing Touchdown,2.45399822917955,199.75,244.63,1
215,Charlotte,UAB,UAB,Charlotte,14,7,1,2,2,1,2,True,2,Rushing Touchdown,1.213235297672098,88.58,110.72,1
216,UAB,Charlotte,UAB,Charlotte,7,14,2,81,19,2,8,False,14,Rush,0.960350487979308,199.75,244.63,1
217,UAB,Charlotte,UAB,Charlotte,7,14,2,95,5,2,5,False,4,Rush,-0.01542053764963,199.75,244.63,1
218,UAB,Charlotte,UAB,Charlotte,7,14,2,99,1,4,1,False,9,Rush,,199.75,244.63,1
219,UAB,Charlotte,UAB,Charlotte,7,14,2,85,15,1,10,False,4,Rush,-0.019365161227934,199.75,244.63,1
220,UAB,Charlotte,UAB,Charlotte,7,14,2,89,11,2,6,False,5,Rush,0.074092939912891,199.75,244.63,1
221,UAB,Charlotte,UAB,Charlotte,7,14,2,94,6,4,1,False,4,Rush,1.660451851832926,199.75,244.63,1
222,UAB,Charlotte,UAB,Charlotte,7,14,2,98,2,2,2,False,1,Rush,-0.386061703857327,199.75,244.63,1
223,UAB,Charlotte,UAB,Charlotte,10,14,3,81,19,2,2,False,4,Rush,-0.306826814165568,199.75,244.63,1
224,UAB,Charlotte,UAB,Charlotte,10,14,3,85,15,2,10,False,2,Rush,-0.1877960101126453,199.75,244.63,1
225,UAB,Charlotte,UAB,Charlotte,10,14,3,87,13,3,8,False,1,Rush,-0.3505448013544897,199.75,244.63,1
226,UAB,Charlotte,UAB,Charlotte,13,14,3,92,8,1,8,False,1,Rush,-0.287548899318045,199.75,244.63,1
227,UAB,Charlotte,UAB,Charlotte,19,14,3,91,9,2,9,True,9,Passing Touchdown,2.740036203212782,199.75,244.63,1
228,Charlotte,UAB,UAB,Charlotte,20,19,4,1,1,1,1,True,1,Rushing Touchdown,0.938021275120443,88.58,110.72,1
229,UAB,Charlotte,UAB,Charlotte,27,20,4,87,13,1,10,True,13,Rushing Touchdown,2.538929215045847,199.75,244.63,1
230,UAB,Western Kentucky,Western Kentucky,UAB,7,7,2,15,15,1,15,False,4,Rush,-0.025023569387466,199.75,46.34,1
231,UAB,Western Kentucky,Western Kentucky,UAB,17,7,2,14,14,1,10,True,14,Passing Touchdown,2.5482831751790815,199.75,46.34,1
232,Western Kentucky,UAB,Western Kentucky,UAB,13,17,3,94,6,1,6,False,5,Rush,0.152137533592271,209.65,110.72,1
233,Western Kentucky,UAB,Western Kentucky,UAB,20,17,3,99,1,2,1,True,1,Rushing Touchdown,1.900352237473006,209.65,110.72,1
234,UAB,Western Kentucky,Western Kentucky,UAB,17,20,4,11,11,1,10,False,1,Rush,-0.230342397894136,199.75,46.34,1
235,UT San Antonio,UAB,UAB,UT San Antonio,7,0,2,19,19,1,10,False,5,Rush,0.074321414460208,232.17,110.72,1
236,UT San Antonio,UAB,UAB,UT San Antonio,7,0,2,14,14,2,5,False,2,Rush,-0.219528809081089,232.17,110.72,1
